
 Dense Matrix/Dense Matrix Addition:
   Blaze [MFlop/s]:
     1           87.6894
     2           288.12
     3           549.929
     4           814.417
     5           932.298
     6           1176.55
     7           1425.23
     8           1668.3
     9           1182.49
     10          1697.72
     11          1873.46
     12          2074.75
     13          1942.2
     14          2112.62
     16          1731.27
     18          2181.33
     20          2595.9
     23          2194.91
     26          2263.96
     30          2314.45
     34          2358.77
     39          1514.46
     45          1511.43
     52          1583.74
     60          1491.97
     69          1521.92
     79          1602.37
     90          1554.53
     103         1537.14
     118         1385.23
     135         1113.03
     155         1078.11
     176         1064.95
     200         684.571
     230         740.904
     264         738.176
     300         792.958
     345         830.973
     396         868.188
     455         915.589
     523         922.237
     600         960.348
     690         972.974
     793         863.97
     912         660.311
     1048        512.246
     1200        476.728
     1380        464.352
     1587        463.18
     1825        456.144
     2100        457.907
     2415        453.186
     2777        469.386
     3193        473.155
     3672        474.609
     4222        450.728
     4855        472.648
     5583        461.228
     6420        473.208
     7000        462.994
   N=1, steps=161627893
     Blaze       = 1        (1.84319)
   N=2, steps=142488818
     Blaze       = 1        (1.97819)
   N=3, steps=122370422
     Blaze       = 1        (2.00268)
   N=4, steps=105054318
     Blaze       = 1        (2.06389)
   N=5, steps=75801106
     Blaze       = 1        (2.03264)
   N=6, steps=65589010
     Blaze       = 1        (2.00689)
   N=7, steps=58817907
     Blaze       = 1        (2.02218)
   N=8, steps=51979184
     Blaze       = 1        (1.99404)
   N=9, steps=37271935
     Blaze       = 1        (2.55312)
   N=10, steps=33979985
     Blaze       = 1        (2.00151)
   N=11, steps=31202275
     Blaze       = 1        (2.01524)
   N=12, steps=28839814
     Blaze       = 1        (2.00165)
   N=13, steps=16779424
     Blaze       = 1        (1.46005)
   N=14, steps=14549710
     Blaze       = 1        (1.34986)
   N=16, steps=13741587
     Blaze       = 1        (2.03194)
   N=18, steps=11823095
     Blaze       = 1        (1.75612)
   N=20, steps=10746496
     Blaze       = 1        (1.65592)
   N=23, steps=8601122
     Blaze       = 1        (2.07297)
   N=26, steps=6448748
     Blaze       = 1        (1.92554)
   N=30, steps=5239134
     Blaze       = 1        (2.0373)
   N=34, steps=4060992
     Blaze       = 1        (1.99023)
   N=39, steps=2002275
     Blaze       = 1        (2.01092)
   N=45, steps=1487231
     Blaze       = 1        (1.99258)
   N=52, steps=1187048
     Blaze       = 1        (2.0267)
   N=60, steps=832047
     Blaze       = 1        (2.00766)
   N=69, steps=629551
     Blaze       = 1        (1.96941)
   N=79, steps=518692
     Blaze       = 1        (2.02022)
   N=90, steps=368726
     Blaze       = 1        (1.92127)
   N=103, steps=273706
     Blaze       = 1        (1.88906)
   N=118, steps=189539
     Blaze       = 1        (1.9052)
   N=135, steps=126174
     Blaze       = 1        (2.06601)
   N=155, steps=89407
     Blaze       = 1        (1.99237)
   N=176, steps=69804
     Blaze       = 1        (2.03038)
   N=200, steps=33763
     Blaze       = 1        (1.9728)
   N=230, steps=27448
     Blaze       = 1        (1.95977)
   N=264, steps=20880
     Blaze       = 1        (1.97142)
   N=300, steps=17351
     Blaze       = 1        (1.96932)
   N=345, steps=13880
     Blaze       = 1        (1.98811)
   N=396, steps=10979
     Blaze       = 1        (1.98308)
   N=455, steps=8743
     Blaze       = 1        (1.97689)
   N=523, steps=6543
     Blaze       = 1        (1.94061)
   N=600, steps=5243
     Blaze       = 1        (1.96541)
   N=690, steps=3954
     Blaze       = 1        (1.93479)
   N=793, steps=2691
     Blaze       = 1        (1.95867)
   N=912, steps=1568
     Blaze       = 1        (1.97509)
   N=1048, steps=916
     Blaze       = 1        (1.96399)
   N=1200, steps=652
     Blaze       = 1        (1.96942)
   N=1380, steps=473
     Blaze       = 1        (1.93987)
   N=1587, steps=360
     Blaze       = 1        (1.95752)
   N=1825, steps=1
     Blaze       = 1        (0.0073017)
   N=2100, steps=1
     Blaze       = 1        (0.00963077)
   N=2415, steps=1
     Blaze       = 1        (0.0128694)
   N=2777, steps=1
     Blaze       = 1        (0.0164294)
   N=3193, steps=1
     Blaze       = 1        (0.0215474)
   N=3672, steps=1
     Blaze       = 1        (0.0284099)
   N=4222, steps=1
     Blaze       = 1        (0.0395477)
   N=4855, steps=1
     Blaze       = 1        (0.0498701)
   N=5583, steps=1
     Blaze       = 1        (0.0675802)
   N=6420, steps=1
     Blaze       = 1        (0.0871)
   N=7000, steps=1
     Blaze       = 1        (0.105833)
/threads{locality#0/total}/idle-rate,1,1102.921586,[s],154,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1102.921606,[s],154,[0.01%]
/threads{locality#0/total}/time/average,1,1102.921609,[s],97745,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/average,1,1102.921610,[s],97745,[ns]
/threads{locality#0/total}/time/cumulative-overhead,1,1102.921613,[s],1.67381e+10,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/cumulative-overhead,1,1102.921615,[s],1.67381e+10,[ns]
/threads{locality#0/total}/count/cumulative,1,1102.921617,[s],1.09151e+07
/threads{locality#0/pool#default/worker-thread#0}/count/cumulative,1,1102.921619,[s],1.09151e+07
/threads{locality#0/total}/time/average-overhead,1,1102.921621,[s],1533,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/average-overhead,1,1102.921622,[s],1533,[ns]
