
 Daxpy product:
   Blaze [MFlop/s]:
     1           320.356
     2           640.675
     3           960.745
     4           1281.58
     5           1347.83
     6           1611.75
     7           1882.6
     8           2150.56
     9           2185.69
     10          2427.48
     11          2669.71
     12          2289.97
     13          3052.95
     14          2351.47
     15          3585.79
     16          3824.65
     17          3476.65
     18          3680.49
     19          3886.16
     20          4092.24
     22          3850.35
     24          3737.52
     26          4418.75
     28          4837.92
     30          4999.64
     33          4898.54
     36          5312.53
     39          4865.33
     42          5091.28
     46          5300.64
     50          5414.54
     55          4965.19
     60          6072.46
     66          6059.99
     72          6347.6
     79          5886.4
     86          6520.87
     94          6607.04
     103         7201.54
     113         7212.45
     124         7593.94
     136         7541.54
     149         7550.43
     163         7625.63
     179         7995.88
     196         7936.81
     215         8030.08
     236         8384.6
     259         8340.35
     284         8645.88
     312         8494.83
     343         8554.78
     377         8709.8
     414         8670.73
     455         8680.04
     500         9195.14
     550         8265.34
     605         8696.38
     665         8792.41
     731         8784.45
     804         9245.84
     884         9259.14
     972         9185.77
     1069        8873.96
     1175        9045.64
     1292        9204.56
     1421        9110.67
     1563        7107.1
     1719        9210.07
     1890        9658.97
     2079        6074.39
     2286        4074.35
     2514        4045.12
     2765        4007.29
     3041        3981.29
     3345        3999.5
     3679        4033.59
     4046        4050.08
     4450        4015.55
     4895        4044.94
     5384        4087.48
     5922        4065.92
     6514        4070.02
     7165        3579.54
     7881        4077.7
     8669        4079.59
     9535        4063.9
     10488       3998.38
     11536       3894.75
     12689       3848.27
     13957       3744.39
     15352       3386.56
     16887       3419.12
     18575       3499.06
     20432       3433.91
     22475       3325.73
     24722       3023.36
     27194       3084.61
     29913       2973.08
     32904       2946.2
     36194       2882.89
     39813       371.72
     43794       409.162
     48173       451.967
     52990       497.118
     58289       548.903
     64117       605.987
     70528       671.481
     77580       739.671
     85338       816.608
     93871       904.566
     103258      1004.14
     113583      1109.97
     124941      1229.36
     137435      1355.56
     151178      1500.04
     166295      1651.02
     182924      1797.01
     201216      1950.37
     221337      2114.77
     243470      2273.12
     267817      2443.87
     294598      2615.06
     324057      2791.52
     356462      2987
     392108      3156.06
     431318      3342.26
     474449      3543.32
     521893      3741.17
     574082      3972.51
     631490      4203.05
     694639      4395.55
     764102      4630.26
     840512      4819.29
     924563      4994.75
     1017019     5153.18
     1118720     5181.99
     1230592     5162.61
     1353651     4930.48
     1489016     4774.21
     1637917     4301.65
     1801708     3842.42
     1981878     3349.91
     2180065     2895.18
     2398071     2551.64
     2637878     3331.23
     2901665     3153.26
     3191831     2918.14
     3511014     2686.83
     3862115     2536.98
     4248326     1832.39
     4673158     1805.63
     5140474     1787.13
     5654521     1780.84
     6219973     1775.96
     6841970     1776.03
     7526167     1775.47
     8278784     1775.65
     9106663     1777.34
     10000000    1779.63
   N=1, steps=321679805
     Blaze       = 1        (2.00826)
   N=2, steps=321710689
     Blaze       = 1        (2.00857)
   N=3, steps=321367258
     Blaze       = 1        (2.00699)
   N=4, steps=321459380
     Blaze       = 1        (2.00664)
   N=5, steps=275529599
     Blaze       = 1        (2.04424)
   N=6, steps=275507214
     Blaze       = 1        (2.05124)
   N=7, steps=273354701
     Blaze       = 1        (2.03281)
   N=8, steps=275577345
     Blaze       = 1        (2.05027)
   N=9, steps=244291809
     Blaze       = 1        (2.01184)
   N=10, steps=244256830
     Blaze       = 1        (2.01243)
   N=11, steps=251383605
     Blaze       = 1        (2.07155)
   N=12, steps=251256597
     Blaze       = 1        (2.63329)
   N=13, steps=262713551
     Blaze       = 1        (2.23737)
   N=14, steps=186813061
     Blaze       = 1        (2.22446)
   N=15, steps=262815349
     Blaze       = 1        (2.19881)
