run # 1

hxp::seq: 1.23364e+07 microsec. 

hpx::par: 2.62304e+06 microsec. 

hpx::par_unseq: 2.6198e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.25592e+07 microsec. 

std::par: 2.61663e+06 microsec. 

std::par_unseq: 2.62118e+06 microsec. 

run # 2

hxp::seq: 1.23591e+07 microsec. 

hpx::par: 2.6166e+06 microsec. 

hpx::par_unseq: 2.61843e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.24005e+07 microsec. 

std::par: 2.61565e+06 microsec. 

std::par_unseq: 2.62833e+06 microsec. 

run # 3

hxp::seq: 1.22934e+07 microsec. 

hpx::par: 2.61371e+06 microsec. 

hpx::par_unseq: 2.62248e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.24265e+07 microsec. 

std::par: 2.59968e+06 microsec. 

std::par_unseq: 2.62361e+06 microsec. 

run # 4

hxp::seq: 1.2378e+07 microsec. 

hpx::par: 2.61702e+06 microsec. 

hpx::par_unseq: 2.62355e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.24079e+07 microsec. 

std::par: 2.60877e+06 microsec. 

std::par_unseq: 2.62109e+06 microsec. 

run # 5

hxp::seq: 1.23749e+07 microsec. 

hpx::par: 2.61137e+06 microsec. 

hpx::par_unseq: 2.61954e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.23788e+07 microsec. 

std::par: 2.61663e+06 microsec. 

std::par_unseq: 2.62325e+06 microsec. 

run # 6

hxp::seq: 1.23603e+07 microsec. 

hpx::par: 2.61416e+06 microsec. 

hpx::par_unseq: 2.62204e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.24184e+07 microsec. 

std::par: 2.61409e+06 microsec. 

std::par_unseq: 2.62329e+06 microsec. 

