run # 1

hxp::seq: 1.23798e+07 microsec. 

hpx::par: 1.80693e+06 microsec. 

hpx::par_unseq: 1.80728e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.25328e+07 microsec. 

std::par: 1.80658e+06 microsec. 

std::par_unseq: 1.8081e+06 microsec. 

run # 2

hxp::seq: 1.23483e+07 microsec. 

hpx::par: 1.80556e+06 microsec. 

hpx::par_unseq: 1.80846e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.24503e+07 microsec. 

std::par: 1.80372e+06 microsec. 

std::par_unseq: 1.80764e+06 microsec. 

run # 3

hxp::seq: 1.24023e+07 microsec. 

hpx::par: 1.80355e+06 microsec. 

hpx::par_unseq: 1.81108e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.2513e+07 microsec. 

std::par: 1.80433e+06 microsec. 

std::par_unseq: 1.80815e+06 microsec. 

run # 4

hxp::seq: 1.23852e+07 microsec. 

hpx::par: 1.80521e+06 microsec. 

hpx::par_unseq: 1.81062e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.2535e+07 microsec. 

std::par: 1.80318e+06 microsec. 

std::par_unseq: 1.80888e+06 microsec. 

run # 5

hxp::seq: 1.23961e+07 microsec. 

hpx::par: 1.80583e+06 microsec. 

hpx::par_unseq: 1.80803e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.25081e+07 microsec. 

std::par: 1.80564e+06 microsec. 

std::par_unseq: 1.80843e+06 microsec. 

run # 6

hxp::seq: 1.23858e+07 microsec. 

hpx::par: 1.80695e+06 microsec. 

hpx::par_unseq: 1.80917e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.24646e+07 microsec. 

std::par: 1.8032e+06 microsec. 

std::par_unseq: 1.80863e+06 microsec. 

