run # 1

hxp::seq: 1.27107e+07 microsec. 

hpx::par: 1.36039e+06 microsec. 

hpx::par_unseq: 1.36477e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.29e+07 microsec. 

std::par: 1.35974e+06 microsec. 

std::par_unseq: 1.36132e+06 microsec. 

run # 2

hxp::seq: 1.27658e+07 microsec. 

hpx::par: 1.35866e+06 microsec. 

hpx::par_unseq: 1.36237e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.29465e+07 microsec. 

std::par: 1.35985e+06 microsec. 

std::par_unseq: 1.35986e+06 microsec. 

run # 3

hxp::seq: 1.27931e+07 microsec. 

hpx::par: 1.36101e+06 microsec. 

hpx::par_unseq: 1.36219e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.29496e+07 microsec. 

std::par: 1.36014e+06 microsec. 

std::par_unseq: 1.37324e+06 microsec. 

run # 4

hxp::seq: 1.28056e+07 microsec. 

hpx::par: 1.37227e+06 microsec. 

hpx::par_unseq: 1.36207e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.29392e+07 microsec. 

std::par: 1.35743e+06 microsec. 

std::par_unseq: 1.36048e+06 microsec. 

run # 5

hxp::seq: 1.27291e+07 microsec. 

hpx::par: 1.35924e+06 microsec. 

hpx::par_unseq: 1.35719e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.2957e+07 microsec. 

std::par: 1.36096e+06 microsec. 

std::par_unseq: 1.35997e+06 microsec. 

run # 6

hxp::seq: 1.27305e+07 microsec. 

hpx::par: 1.36261e+06 microsec. 

hpx::par_unseq: 1.36129e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.29742e+07 microsec. 

std::par: 1.36884e+06 microsec. 

std::par_unseq: 1.35836e+06 microsec. 

