run # 1

hxp::seq: 1.23783e+07 microsec. 

hpx::par: 2.70543e+06 microsec. 

hpx::par_unseq: 2.70354e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.23692e+07 microsec. 

std::par: 2.70126e+06 microsec. 

std::par_unseq: 2.69585e+06 microsec. 

run # 2

hxp::seq: 1.23826e+07 microsec. 

hpx::par: 2.706e+06 microsec. 

hpx::par_unseq: 2.71163e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.24369e+07 microsec. 

std::par: 2.68634e+06 microsec. 

std::par_unseq: 2.70126e+06 microsec. 

run # 3

hxp::seq: 1.23368e+07 microsec. 

hpx::par: 2.7089e+06 microsec. 

hpx::par_unseq: 2.70852e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.23242e+07 microsec. 

std::par: 2.70955e+06 microsec. 

std::par_unseq: 2.70474e+06 microsec. 

run # 4

hxp::seq: 1.23866e+07 microsec. 

hpx::par: 2.70513e+06 microsec. 

hpx::par_unseq: 2.71154e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.23834e+07 microsec. 

std::par: 2.703e+06 microsec. 

std::par_unseq: 2.70837e+06 microsec. 

run # 5

hxp::seq: 1.23247e+07 microsec. 

hpx::par: 2.70727e+06 microsec. 

hpx::par_unseq: 2.71262e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.23371e+07 microsec. 

std::par: 2.70419e+06 microsec. 

std::par_unseq: 2.70588e+06 microsec. 

run # 6

hxp::seq: 1.23635e+07 microsec. 

hpx::par: 2.70643e+06 microsec. 

hpx::par_unseq: 2.70501e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.23727e+07 microsec. 

std::par: 2.69436e+06 microsec. 

std::par_unseq: 2.70744e+06 microsec. 

