 task index: 0 from: 0 to: 100000num_iterations 100000,                    for_loop             par splittable_executor in 108183.385000 microseconds , queue              default, numa    0, threads    1

 task index: 0 from: 0 to: 100000num_iterations 100000,                    for_loop             par splittable_executor in 105036.627000 microseconds , queue              default, numa    0, threads    1

 task index: 0 from: 0 to: 100000num_iterations 100000,                    for_loop             par splittable_executor in 104662.464000 microseconds , queue              default, numa    0, threads    1

 task index: 0 from: 0 to: 100000num_iterations 100000,                    for_loop             par splittable_executor in 104686.422000 microseconds , queue              default, numa    0, threads    1

 task index: 0 from: 0 to: 100000num_iterations 100000,                    for_loop             par splittable_executor in 104669.473000 microseconds , queue              default, numa    0, threads    1

 task index: 0 from: 0 to: 100000num_iterations 100000,                    for_loop             par splittable_executor in 104671.639000 microseconds , queue              default, numa    0, threads    1

