
 Daxpy product:
   Blaze [MFlop/s]:
     100         7127.23
     1000        9524.03
     10000       4061.07
     100000      7160.83
     1000000     8588.91
     10000000    2893.85
   N=100, steps=69979726
     Blaze       = 1        (1.96373)
   N=1000, steps=9168957
     Blaze       = 1        (1.92544)
   N=10000, steps=408311
     Blaze       = 1        (2.01085)
   N=100000, steps=69735
     Blaze       = 1        (1.94768)
   N=1000000, steps=7950
     Blaze       = 1        (1.85122)
   N=10000000, steps=201
     Blaze       = 1        (1.38915)
