
 Daxpy product:
   Blaze [MFlop/s]:
     100         7065.73
     1000        9496.73
     10000       4042.41
     100000      1222.91
     1000000     6963.58
     10000000    3076.55
   N=100, steps=72496815
     Blaze       = 1        (2.05207)
   N=1000, steps=9407596
     Blaze       = 1        (1.98123)
   N=10000, steps=406593
     Blaze       = 1        (2.01164)
   N=100000, steps=11870
     Blaze       = 1        (1.94127)
   N=1000000, steps=7025
     Blaze       = 1        (2.01764)
   N=10000000, steps=198
     Blaze       = 1        (1.28716)
