
 Daxpy product:
   Blaze [MFlop/s]:
     100         7128.36
     1000        8935.59
     10000       3978.37
     100000      1101.78
     1000000     6718.91
     10000000    2751.17
   N=100, steps=71624682
     Blaze       = 1        (2.00957)
   N=1000, steps=8944181
     Blaze       = 1        (2.00192)
   N=10000, steps=401326
     Blaze       = 1        (2.01754)
   N=100000, steps=10793
     Blaze       = 1        (1.95919)
   N=1000000, steps=6566
     Blaze       = 1        (1.95448)
   N=10000000, steps=194
     Blaze       = 1        (1.41031)
