
 Daxpy product:
   Blaze [MFlop/s]:
     100         7135.87
     1000        9510.82
     10000       4002.96
     100000      7401.48
     1000000     8587.43
     10000000    2494.38
   N=100, steps=71520219
     Blaze       = 1        (2.00453)
   N=1000, steps=9056307
     Blaze       = 1        (1.90442)
   N=10000, steps=407946
     Blaze       = 1        (2.03822)
   N=100000, steps=74074
     Blaze       = 1        (2.0016)
   N=1000000, steps=7711
     Blaze       = 1        (1.79588)
   N=10000000, steps=200
     Blaze       = 1        (1.60361)
