
 Daxpy product:
   Blaze [MFlop/s]:
     100         7163.36
     1000        9009.14
     10000       4069.14
     100000      1110.68
     1000000     6802.91
     10000000    2583.37
   N=100, steps=72576746
     Blaze       = 1        (2.02633)
   N=1000, steps=8931385
     Blaze       = 1        (1.98274)
   N=10000, steps=408346
     Blaze       = 1        (2.00704)
   N=100000, steps=10935
     Blaze       = 1        (1.96907)
   N=1000000, steps=6591
     Blaze       = 1        (1.9377)
   N=10000000, steps=194
     Blaze       = 1        (1.50191)
