
 Daxpy product:
   Blaze [MFlop/s]:
     100         7195.71
     1000        8967.42
     10000       4105.23
     100000      1104.79
     1000000     6780.07
     10000000    3589.17
   N=100, steps=73467377
     Blaze       = 1        (2.04198)
   N=1000, steps=9034615
     Blaze       = 1        (2.01499)
   N=10000, steps=408374
     Blaze       = 1        (1.98953)
   N=100000, steps=10924
     Blaze       = 1        (1.97758)
   N=1000000, steps=6543
     Blaze       = 1        (1.93007)
   N=10000000, steps=194
     Blaze       = 1        (1.08103)
