
 Daxpy product:
   Blaze [MFlop/s]:
     100         7163.38
     1000        9012.48
     10000       4072.53
     100000      1093.51
     1000000     6733.8
     10000000    1948.23
   N=100, steps=73040340
     Blaze       = 1        (2.03927)
   N=1000, steps=8930850
     Blaze       = 1        (1.98189)
   N=10000, steps=408609
     Blaze       = 1        (2.00666)
   N=100000, steps=10898
     Blaze       = 1        (1.99321)
   N=1000000, steps=6640
     Blaze       = 1        (1.97214)
   N=10000000, steps=198
     Blaze       = 1        (2.03262)
