
 Daxpy product:
   Blaze [MFlop/s]:
     100         7153.75
     1000        9388.67
     10000       4096.85
     100000      7069.59
     1000000     8368.28
     10000000    3798.58
   N=100, steps=63103058
     Blaze       = 1        (1.76419)
   N=1000, steps=8942854
     Blaze       = 1        (1.90503)
   N=10000, steps=406766
     Blaze       = 1        (1.98575)
   N=100000, steps=71846
     Blaze       = 1        (2.03254)
   N=1000000, steps=8070
     Blaze       = 1        (1.92871)
   N=10000000, steps=291
     Blaze       = 1        (1.53215)
