
 Daxpy product:
   Blaze [MFlop/s]:
     100         6704.81
     1000        9503.88
     10000       4090.54
     100000      1207.79
     1000000     6978.07
     10000000    2837.28
   N=100, steps=65734218
     Blaze       = 1        (1.96081)
   N=1000, steps=9401492
     Blaze       = 1        (1.97845)
   N=10000, steps=408429
     Blaze       = 1        (1.99695)
   N=100000, steps=11933
     Blaze       = 1        (1.976)
   N=1000000, steps=6905
     Blaze       = 1        (1.97906)
   N=10000000, steps=195
     Blaze       = 1        (1.37456)
