
 Daxpy product:
   Blaze [MFlop/s]:
     100         7150.98
     1000        9511.49
     10000       4101.5
     100000      7241.8
     1000000     8501.55
     10000000    2794.93
   N=100, steps=70176740
     Blaze       = 1        (1.96272)
   N=1000, steps=9185541
     Blaze       = 1        (1.93146)
   N=10000, steps=408043
     Blaze       = 1        (1.98973)
   N=100000, steps=70469
     Blaze       = 1        (1.94617)
   N=1000000, steps=8207
     Blaze       = 1        (1.93071)
   N=10000000, steps=212
     Blaze       = 1        (1.51703)
