
 Daxpy product:
   Blaze [MFlop/s]:
     100         7119.12
     1000        9492.34
     10000       4093.28
     100000      1208.26
     1000000     7025.29
     10000000    2906.67
   N=100, steps=71122428
     Blaze       = 1        (1.99807)
   N=1000, steps=9400899
     Blaze       = 1        (1.98073)
   N=10000, steps=409634
     Blaze       = 1        (2.0015)
   N=100000, steps=12479
     Blaze       = 1        (2.06561)
   N=1000000, steps=6915
     Blaze       = 1        (1.9686)
   N=10000000, steps=193
     Blaze       = 1        (1.32798)
