
 Daxpy product:
   Blaze [MFlop/s]:
     100         7167.73
     1000        8991.06
     10000       4077.45
     100000      1101.71
     1000000     6729.98
     10000000    2656.75
   N=100, steps=72442408
     Blaze       = 1        (2.02135)
   N=1000, steps=8833316
     Blaze       = 1        (1.96491)
   N=10000, steps=390763
     Blaze       = 1        (1.9167)
   N=100000, steps=10722
     Blaze       = 1        (1.94644)
   N=1000000, steps=6499
     Blaze       = 1        (1.93136)
   N=10000000, steps=194
     Blaze       = 1        (1.46043)
