
 Daxpy product:
   Blaze [MFlop/s]:
     100         7163.82
     1000        8975.76
     10000       4061.35
     100000      1106.57
     1000000     6717.47
     10000000    2822.84
   N=100, steps=70443625
     Blaze       = 1        (1.96665)
   N=1000, steps=8988151
     Blaze       = 1        (2.00276)
   N=10000, steps=395212
     Blaze       = 1        (1.94621)
   N=100000, steps=10868
     Blaze       = 1        (1.96427)
   N=1000000, steps=6652
     Blaze       = 1        (1.98051)
   N=10000000, steps=195
     Blaze       = 1        (1.38159)
