
 Daxpy product:
   Blaze [MFlop/s]:
     100         6721.05
     1000        9532.7
     10000       3867.73
     100000      7191.39
     1000000     8410.73
     10000000    3296.93
   N=100, steps=72132159
     Blaze       = 1        (2.14645)
   N=1000, steps=9047672
     Blaze       = 1        (1.89824)
   N=10000, steps=403325
     Blaze       = 1        (2.08559)
   N=100000, steps=69528
     Blaze       = 1        (1.93365)
   N=1000000, steps=7826
     Blaze       = 1        (1.86096)
   N=10000000, steps=201
     Blaze       = 1        (1.21932)
