
 Daxpy product:
   Blaze [MFlop/s]:
     100         7301.1
     1000        9495.6
     10000       4016.67
     100000      1212.69
     1000000     6942.92
     10000000    2882.12
   N=100, steps=72331235
     Blaze       = 1        (1.98138)
   N=1000, steps=9405443
     Blaze       = 1        (1.98101)
   N=10000, steps=404657
     Blaze       = 1        (2.01489)
   N=100000, steps=12126
     Blaze       = 1        (1.99985)
   N=1000000, steps=6792
     Blaze       = 1        (1.95653)
   N=10000000, steps=192
     Blaze       = 1        (1.33235)
