
 Daxpy product:
   Blaze [MFlop/s]:
     100         7131.46
     1000        8948.05
     10000       4097.25
     100000      1113.44
     1000000     6780.89
     10000000    2559.57
   N=100, steps=72519976
     Blaze       = 1        (2.0338)
   N=1000, steps=8959240
     Blaze       = 1        (2.0025)
   N=10000, steps=410257
     Blaze       = 1        (2.0026)
   N=100000, steps=11158
     Blaze       = 1        (2.00424)
   N=1000000, steps=6550
     Blaze       = 1        (1.9319)
   N=10000000, steps=192
     Blaze       = 1        (1.50025)
