
 Daxpy product:
   Blaze [MFlop/s]:
     100         7185.21
     1000        8994.64
     10000       4045.61
     100000      1107.72
     1000000     6728.56
     10000000    2770.68
   N=100, steps=71371803
     Blaze       = 1        (1.98663)
   N=1000, steps=9035358
     Blaze       = 1        (2.00905)
   N=10000, steps=400028
     Blaze       = 1        (1.97759)
   N=100000, steps=11124
     Blaze       = 1        (2.00844)
   N=1000000, steps=6412
     Blaze       = 1        (1.90591)
   N=10000000, steps=194
     Blaze       = 1        (1.40038)
