
 Daxpy product:
   Blaze [MFlop/s]:
     100         7126.14
     1000        9495.14
     10000       4106
     100000      1213.57
     1000000     7036.63
     10000000    2838.2
   N=100, steps=70986754
     Blaze       = 1        (1.99229)
   N=1000, steps=9406207
     Blaze       = 1        (1.98127)
   N=10000, steps=410021
     Blaze       = 1        (1.99718)
   N=100000, steps=12069
     Blaze       = 1        (1.98901)
   N=1000000, steps=7090
     Blaze       = 1        (2.01517)
   N=10000000, steps=195
     Blaze       = 1        (1.37411)
