
 Daxpy product:
   Blaze [MFlop/s]:
     100         7292.27
     1000        9467.27
     10000       4088.35
     100000      1204.7
     1000000     6960.37
     10000000    1978.79
   N=100, steps=71961688
     Blaze       = 1        (1.97364)
   N=1000, steps=9410253
     Blaze       = 1        (1.98795)
   N=10000, steps=408854
     Blaze       = 1        (2.00009)
   N=100000, steps=11766
     Blaze       = 1        (1.95336)
   N=1000000, steps=7085
     Blaze       = 1        (2.03581)
   N=10000000, steps=192
     Blaze       = 1        (1.94058)
