
 Daxpy product:
   Blaze [MFlop/s]:
     100         7167.44
     1000        8961.26
     10000       4093.86
     100000      1094.15
     1000000     6841.99
     10000000    3045.97
   N=100, steps=63957573
     Blaze       = 1        (1.78467)
   N=1000, steps=8934588
     Blaze       = 1        (1.99405)
   N=10000, steps=399233
     Blaze       = 1        (1.9504)
   N=100000, steps=10924
     Blaze       = 1        (1.99679)
   N=1000000, steps=6674
     Blaze       = 1        (1.95089)
   N=10000000, steps=194
     Blaze       = 1        (1.27381)
