
 Daxpy product:
   Blaze [MFlop/s]:
     100         7169.8
     1000        9358.16
     10000       4047.9
     100000      1232.27
     1000000     6955.82
     10000000    2765.91
   N=100, steps=72345810
     Blaze       = 1        (2.01807)
   N=1000, steps=9400598
     Blaze       = 1        (2.00907)
   N=10000, steps=400217
     Blaze       = 1        (1.97741)
   N=100000, steps=12224
     Blaze       = 1        (1.98398)
   N=1000000, steps=6760
     Blaze       = 1        (1.94369)
   N=10000000, steps=195
     Blaze       = 1        (1.41003)
