
 Daxpy product:
   Blaze [MFlop/s]:
     100         7063.31
     1000        9500.72
     10000       4096.15
     100000      6970.57
     1000000     8372.99
     10000000    2481.29
   N=100, steps=72571731
     Blaze       = 1        (2.05489)
   N=1000, steps=9047951
     Blaze       = 1        (1.90469)
   N=10000, steps=408446
     Blaze       = 1        (1.99429)
   N=100000, steps=69473
     Blaze       = 1        (1.99332)
   N=1000000, steps=7949
     Blaze       = 1        (1.89872)
   N=10000000, steps=201
     Blaze       = 1        (1.62013)
