
 Daxpy product:
   Blaze [MFlop/s]:
     100         7054.92
     1000        9516.13
     10000       4046.25
     100000      7280.92
     1000000     8964.1
     10000000    3080.57
   N=100, steps=64201309
     Blaze       = 1        (1.82004)
   N=1000, steps=9051424
     Blaze       = 1        (1.90233)
   N=10000, steps=405334
     Blaze       = 1        (2.00351)
   N=100000, steps=76050
     Blaze       = 1        (2.08902)
   N=1000000, steps=7954
     Blaze       = 1        (1.77463)
   N=10000000, steps=201
     Blaze       = 1        (1.30495)
