
 Daxpy product:
   Blaze [MFlop/s]:
     100         7148.85
     1000        9335.38
     10000       3963.32
     100000      7325.17
     1000000     8568.4
     10000000    3211.42
   N=100, steps=71789530
     Blaze       = 1        (2.00842)
   N=1000, steps=9162272
     Blaze       = 1        (1.96291)
   N=10000, steps=405878
     Blaze       = 1        (2.04817)
   N=100000, steps=73376
     Blaze       = 1        (2.00339)
   N=1000000, steps=8504
     Blaze       = 1        (1.98497)
   N=10000000, steps=300
     Blaze       = 1        (1.86833)
