
 Daxpy product:
   Blaze [MFlop/s]:
     100         7057.8
     1000        9483.14
     10000       4024.85
     100000      1214.8
     1000000     7039.79
     10000000    2366.46
   N=100, steps=67757179
     Blaze       = 1        (1.92006)
   N=1000, steps=9399292
     Blaze       = 1        (1.98232)
   N=10000, steps=400924
     Blaze       = 1        (1.99224)
   N=100000, steps=11951
     Blaze       = 1        (1.96756)
   N=1000000, steps=6832
     Blaze       = 1        (1.94097)
   N=10000000, steps=193
     Blaze       = 1        (1.63113)
