
 Daxpy product:
   Blaze [MFlop/s]:
     100         7132.8
     1000        9414.58
     10000       4059.25
     100000      1217.93
     1000000     7089.66
     10000000    2821.98
   N=100, steps=71628036
     Blaze       = 1        (2.00841)
   N=1000, steps=9399463
     Blaze       = 1        (1.99679)
   N=10000, steps=406971
     Blaze       = 1        (2.00515)
   N=100000, steps=11689
     Blaze       = 1        (1.91949)
   N=1000000, steps=7042
     Blaze       = 1        (1.98655)
   N=10000000, steps=194
     Blaze       = 1        (1.37492)
