
 Daxpy product:
   Blaze [MFlop/s]:
     100         7150.32
     1000        9360.02
     10000       4080.42
     100000      1204.96
     1000000     6962.24
     10000000    2805.59
   N=100, steps=72638103
     Blaze       = 1        (2.03175)
   N=1000, steps=9261199
     Blaze       = 1        (1.97889)
   N=10000, steps=388420
     Blaze       = 1        (1.90383)
   N=100000, steps=12612
     Blaze       = 1        (2.09335)
   N=1000000, steps=7110
     Blaze       = 1        (2.04245)
   N=10000000, steps=194
     Blaze       = 1        (1.38295)
