
 Daxpy product:
   Blaze [MFlop/s]:
     100         7167.93
     1000        9400.22
     10000       4097.64
     100000      1191.16
     1000000     6965.1
     10000000    2904.11
   N=100, steps=72545770
     Blaze       = 1        (2.02417)
   N=1000, steps=9407726
     Blaze       = 1        (2.0016)
   N=10000, steps=378059
     Blaze       = 1        (1.84525)
   N=100000, steps=12064
     Blaze       = 1        (2.02558)
   N=1000000, steps=6895
     Blaze       = 1        (1.97987)
   N=10000000, steps=201
     Blaze       = 1        (1.38424)
