
 Daxpy product:
   Blaze [MFlop/s]:
     100         7148.49
     1000        9086.5
     10000       4104.7
     100000      7070.96
     1000000     8396.89
     10000000    3604.05
   N=100, steps=73160094
     Blaze       = 1        (2.04687)
   N=1000, steps=9049590
     Blaze       = 1        (1.99188)
   N=10000, steps=394035
     Blaze       = 1        (1.91992)
   N=100000, steps=70487
     Blaze       = 1        (1.99371)
   N=1000000, steps=7734
     Blaze       = 1        (1.84211)
   N=10000000, steps=202
     Blaze       = 1        (1.12096)
