
 Daxpy product:
   Blaze [MFlop/s]:
     100         7155.73
     1000        8963.8
     10000       4025.04
     100000      1102.13
     1000000     6685.83
     10000000    1967.39
   N=100, steps=69015623
     Blaze       = 1        (1.92896)
   N=1000, steps=8930170
     Blaze       = 1        (1.9925)
   N=10000, steps=401212
     Blaze       = 1        (1.99358)
   N=100000, steps=11034
     Blaze       = 1        (2.00231)
   N=1000000, steps=6380
     Blaze       = 1        (1.90851)
   N=10000000, steps=195
     Blaze       = 1        (1.98232)
