
 Daxpy product:
   Blaze [MFlop/s]:
     100         6932.1
     1000        9001.88
     10000       3913.88
     100000      1098.09
     1000000     6584.38
     10000000    2863.66
   N=100, steps=72340827
     Blaze       = 1        (2.08713)
   N=1000, steps=8928575
     Blaze       = 1        (1.98371)
   N=10000, steps=390741
     Blaze       = 1        (1.99669)
   N=100000, steps=10869
     Blaze       = 1        (1.97962)
   N=1000000, steps=6454
     Blaze       = 1        (1.9604)
   N=10000000, steps=194
     Blaze       = 1        (1.35491)
