
 Daxpy product:
   Blaze [MFlop/s]:
     100         7287.01
     1000        9504.55
     10000       4092.88
     100000      1220.73
     1000000     6945.88
     10000000    2766.34
   N=100, steps=71915061
     Blaze       = 1        (1.97379)
   N=1000, steps=9415289
     Blaze       = 1        (1.98122)
   N=10000, steps=410454
     Blaze       = 1        (2.0057)
   N=100000, steps=11930
     Blaze       = 1        (1.95457)
   N=1000000, steps=6988
     Blaze       = 1        (2.01213)
   N=10000000, steps=195
     Blaze       = 1        (1.40981)
