
 Daxpy product:
   Blaze [MFlop/s]:
     100         7166.53
     1000        8966.68
     10000       3987.6
     100000      1110.48
     1000000     6680.81
     10000000    2819
   N=100, steps=73386009
     Blaze       = 1        (2.04802)
   N=1000, steps=9049273
     Blaze       = 1        (2.01842)
   N=10000, steps=407965
     Blaze       = 1        (2.04617)
   N=100000, steps=11132
     Blaze       = 1        (2.00489)
   N=1000000, steps=6658
     Blaze       = 1        (1.99317)
   N=10000000, steps=198
     Blaze       = 1        (1.40475)
