
 Daxpy product:
   Blaze [MFlop/s]:
     100         7116.04
     1000        9103.01
     10000       3915.93
     100000      7986.82
     1000000     9809.36
     10000000    2684.42
   N=100, steps=72184620
     Blaze       = 1        (2.02878)
   N=1000, steps=9050800
     Blaze       = 1        (1.98853)
   N=10000, steps=408807
     Blaze       = 1        (2.08792)
   N=100000, steps=78776
     Blaze       = 1        (1.97265)
   N=1000000, steps=8941
     Blaze       = 1        (1.82295)
   N=10000000, steps=279
     Blaze       = 1        (2.07866)
