
 Daxpy product:
   Blaze [MFlop/s]:
     100         7118.89
     1000        8892.12
     10000       4065.11
     100000      1093.83
     1000000     6647.42
     10000000    3021.07
   N=100, steps=71233879
     Blaze       = 1        (2.00127)
   N=1000, steps=8765160
     Blaze       = 1        (1.97145)
   N=10000, steps=405162
     Blaze       = 1        (1.99336)
   N=100000, steps=10836
     Blaze       = 1        (1.9813)
   N=1000000, steps=6433
     Blaze       = 1        (1.93549)
   N=10000000, steps=195
     Blaze       = 1        (1.29093)
