
 Daxpy product:
   Blaze [MFlop/s]:
     100         7237.91
     1000        9499.78
     10000       4071.52
     100000      1200.15
     1000000     6972.68
     10000000    2995.09
   N=100, steps=71956095
     Blaze       = 1        (1.98831)
   N=1000, steps=9409961
     Blaze       = 1        (1.98109)
   N=10000, steps=405597
     Blaze       = 1        (1.99236)
   N=100000, steps=12023
     Blaze       = 1        (2.00358)
   N=1000000, steps=6902
     Blaze       = 1        (1.97973)
   N=10000000, steps=196
     Blaze       = 1        (1.30881)
