
 Daxpy product:
   Blaze [MFlop/s]:
     100         7248.16
     1000        9500.86
     10000       4078.49
     100000      1206.75
     1000000     6931.88
     10000000    2899.13
   N=100, steps=71582424
     Blaze       = 1        (1.97519)
   N=1000, steps=9388567
     Blaze       = 1        (1.97636)
   N=10000, steps=408713
     Blaze       = 1        (2.00424)
   N=100000, steps=11816
     Blaze       = 1        (1.95832)
   N=1000000, steps=6885
     Blaze       = 1        (1.98647)
   N=10000000, steps=195
     Blaze       = 1        (1.34523)
