
 Daxpy product:
   Blaze [MFlop/s]:
     100         7195.48
     1000        8986.63
     10000       4058.53
     100000      1127.91
     1000000     6690.62
     10000000    2584.08
   N=100, steps=73583996
     Blaze       = 1        (2.04528)
   N=1000, steps=9053064
     Blaze       = 1        (2.01479)
   N=10000, steps=408665
     Blaze       = 1        (2.01386)
   N=100000, steps=10848
     Blaze       = 1        (1.92356)
   N=1000000, steps=6369
     Blaze       = 1        (1.90386)
   N=10000000, steps=196
     Blaze       = 1        (1.51698)
