
 Daxpy product:
   Blaze [MFlop/s]:
     100         7140.57
     1000        9104.02
     10000       4103.61
     100000      6945.28
     1000000     8291.59
     10000000    3538.9
   N=100, steps=70249530
     Blaze       = 1        (1.96762)
   N=1000, steps=9055179
     Blaze       = 1        (1.98927)
   N=10000, steps=407982
     Blaze       = 1        (1.98841)
   N=100000, steps=69092
     Blaze       = 1        (1.98961)
   N=1000000, steps=7684
     Blaze       = 1        (1.85344)
   N=10000000, steps=202
     Blaze       = 1        (1.1416)
