
 Daxpy product:
   Blaze [MFlop/s]:
     100         7143.75
     1000        9030.06
     10000       4030.08
     100000      8054.87
     1000000     9451.25
     10000000    3510.41
   N=100, steps=72634879
     Blaze       = 1        (2.03352)
   N=1000, steps=9311532
     Blaze       = 1        (2.06234)
   N=10000, steps=409721
     Blaze       = 1        (2.03332)
   N=100000, steps=78485
     Blaze       = 1        (1.94876)
   N=1000000, steps=8589
     Blaze       = 1        (1.81754)
   N=10000000, steps=281
     Blaze       = 1        (1.60095)
