
 Daxpy product:
   Blaze [MFlop/s]:
     100         7172.19
     1000        8951.59
     10000       4016.82
     100000      1093.31
     1000000     6644.96
     10000000    2687.59
   N=100, steps=71430994
     Blaze       = 1        (1.99189)
   N=1000, steps=8748631
     Blaze       = 1        (1.95465)
   N=10000, steps=408299
     Blaze       = 1        (2.03295)
   N=100000, steps=11026
     Blaze       = 1        (2.01699)
   N=1000000, steps=6412
     Blaze       = 1        (1.92988)
   N=10000000, steps=192
     Blaze       = 1        (1.42879)
