
 Daxpy product:
   Blaze [MFlop/s]:
     100         7130.14
     1000        9502.71
     10000       3998.76
     100000      1230.1
     1000000     6993.53
     10000000    2003.65
   N=100, steps=72066412
     Blaze       = 1        (2.02146)
   N=1000, steps=9407093
     Blaze       = 1        (1.97988)
   N=10000, steps=405494
     Blaze       = 1        (2.0281)
   N=100000, steps=12121
     Blaze       = 1        (1.97073)
   N=1000000, steps=6905
     Blaze       = 1        (1.97468)
   N=10000000, steps=192
     Blaze       = 1        (1.91651)
