
 Daxpy product:
   Blaze [MFlop/s]:
     100         6052.16
     1000        6321.65
     10000       4414.41
     100000      2193.1
     1000000     7558.97
     10000000    1999.66
   N=100, steps=60261916
     Blaze       = 1        (1.99142)
   N=1000, steps=6311021
     Blaze       = 1        (1.99664)
   N=10000, steps=418796
     Blaze       = 1        (1.8974)
   N=100000, steps=23458
     Blaze       = 1        (2.13926)
   N=1000000, steps=7420
     Blaze       = 1        (1.96323)
   N=10000000, steps=200
     Blaze       = 1        (2.00034)
