
 Daxpy product:
   Blaze [MFlop/s]:
     100         7000.79
     1000        9425.27
     10000       3910.54
     100000      1194.24
     1000000     6887.83
     10000000    2903.86
   N=100, steps=72116339
     Blaze       = 1        (2.06024)
   N=1000, steps=9340434
     Blaze       = 1        (1.982)
   N=10000, steps=395904
     Blaze       = 1        (2.0248)
   N=100000, steps=11960
     Blaze       = 1        (2.00295)
   N=1000000, steps=6679
     Blaze       = 1        (1.93936)
   N=10000000, steps=195
     Blaze       = 1        (1.34304)
