
 Daxpy product:
   Blaze [MFlop/s]:
     100         6230.01
     1000        8801.11
     10000       4045.02
     100000      1096.34
     1000000     6637.42
     10000000    1975.47
   N=100, steps=69828273
     Blaze       = 1        (2.24167)
   N=1000, steps=8849116
     Blaze       = 1        (2.01091)
   N=10000, steps=398161
     Blaze       = 1        (1.96865)
   N=100000, steps=11030
     Blaze       = 1        (2.01214)
   N=1000000, steps=6743
     Blaze       = 1        (2.03182)
   N=10000000, steps=191
     Blaze       = 1        (1.93371)
