
 Daxpy product:
   Blaze [MFlop/s]:
     100         7062.44
     1000        9451.11
     10000       4098.01
     100000      1193.13
     1000000     6886.64
     10000000    2744.69
   N=100, steps=71098068
     Blaze       = 1        (2.01341)
   N=1000, steps=9400769
     Blaze       = 1        (1.98935)
   N=10000, steps=404119
     Blaze       = 1        (1.97227)
   N=100000, steps=11891
     Blaze       = 1        (1.99325)
   N=1000000, steps=6658
     Blaze       = 1        (1.9336)
   N=10000000, steps=191
     Blaze       = 1        (1.39178)
