
 Daxpy product:
   Blaze [MFlop/s]:
     100         6838.62
     1000        9102.99
     10000       4056.22
     100000      7018.61
     1000000     8580.18
     10000000    2093.79
   N=100, steps=72000859
     Blaze       = 1        (2.10571)
   N=1000, steps=9050335
     Blaze       = 1        (1.98843)
   N=10000, steps=407539
     Blaze       = 1        (2.00945)
   N=100000, steps=69505
     Blaze       = 1        (1.98059)
   N=1000000, steps=7847
     Blaze       = 1        (1.8291)
   N=10000000, steps=202
     Blaze       = 1        (1.92951)
