
 Daxpy product:
   Blaze [MFlop/s]:
     100         7116.71
     1000        9103.47
     10000       3890.3
     100000      7040.9
     1000000     8216.6
     10000000    4079.01
   N=100, steps=71994671
     Blaze       = 1        (2.02326)
   N=1000, steps=9052672
     Blaze       = 1        (1.98884)
   N=10000, steps=409301
     Blaze       = 1        (2.10421)
   N=100000, steps=68751
     Blaze       = 1        (1.9529)
   N=1000000, steps=7766
     Blaze       = 1        (1.89032)
   N=10000000, steps=202
     Blaze       = 1        (0.990437)
