
 Daxpy product:
   Blaze [MFlop/s]:
     100         7116.47
     1000        9103.23
     10000       4047.96
     100000      8100.75
     1000000     9049.06
     10000000    4132.95
   N=100, steps=69617295
     Blaze       = 1        (1.95651)
   N=1000, steps=9053576
     Blaze       = 1        (1.98909)
   N=10000, steps=409592
     Blaze       = 1        (2.0237)
   N=100000, steps=70817
     Blaze       = 1        (1.7484)
   N=1000000, steps=7991
     Blaze       = 1        (1.76615)
   N=10000000, steps=202
     Blaze       = 1        (0.977511)
