
 Daxpy product:
   Blaze [MFlop/s]:
     100         6613.7
     1000        8992.45
     10000       4069.49
     100000      7716.01
     1000000     8399.5
     10000000    3958.29
   N=100, steps=72535375
     Blaze       = 1        (2.19349)
   N=1000, steps=9106563
     Blaze       = 1        (2.02538)
   N=10000, steps=406722
     Blaze       = 1        (1.99888)
   N=100000, steps=72965
     Blaze       = 1        (1.89126)
   N=1000000, steps=8213
     Blaze       = 1        (1.95559)
   N=10000000, steps=218
     Blaze       = 1        (1.10149)
