
 Daxpy product:
   Blaze [MFlop/s]:
     100         7146.05
     1000        8963.57
     10000       4062.45
     100000      1114.39
     1000000     6659.26
     10000000    3003.11
   N=100, steps=70875504
     Blaze       = 1        (1.98363)
   N=1000, steps=8934733
     Blaze       = 1        (1.99357)
   N=10000, steps=407488
     Blaze       = 1        (2.00612)
   N=100000, steps=11196
     Blaze       = 1        (2.00936)
   N=1000000, steps=6561
     Blaze       = 1        (1.97049)
   N=10000000, steps=194
     Blaze       = 1        (1.29199)
