
 Daxpy product:
   Blaze [MFlop/s]:
     100         7315.09
     1000        9500.69
     10000       3970.61
     100000      1216.6
     1000000     6959.03
     10000000    2960.95
   N=100, steps=70113041
     Blaze       = 1        (1.91694)
   N=1000, steps=9401784
     Blaze       = 1        (1.97918)
   N=10000, steps=403481
     Blaze       = 1        (2.03234)
   N=100000, steps=12555
     Blaze       = 1        (2.06395)
   N=1000000, steps=6676
     Blaze       = 1        (1.91866)
   N=10000000, steps=193
     Blaze       = 1        (1.30363)
