
 Daxpy product:
   Blaze [MFlop/s]:
     100         6878.43
     1000        9285.94
     10000       4080.4
     100000      1215.32
     1000000     6941.36
     10000000    2912.03
   N=100, steps=66930523
     Blaze       = 1        (1.9461)
   N=1000, steps=9173088
     Blaze       = 1        (1.97569)
   N=10000, steps=398610
     Blaze       = 1        (1.95378)
   N=100000, steps=11977
     Blaze       = 1        (1.971)
   N=1000000, steps=6686
     Blaze       = 1        (1.92642)
   N=10000000, steps=193
     Blaze       = 1        (1.32554)
