
 Daxpy product:
   Blaze [MFlop/s]:
     100         7223.28
     1000        8967.62
     10000       4047.53
     100000      1089.42
     1000000     6692.99
     10000000    2072.41
   N=100, steps=72003953
     Blaze       = 1        (1.99366)
   N=1000, steps=8735659
     Blaze       = 1        (1.94827)
   N=10000, steps=403303
     Blaze       = 1        (1.99283)
   N=100000, steps=10832
     Blaze       = 1        (1.98858)
   N=1000000, steps=6408
     Blaze       = 1        (1.91484)
   N=10000000, steps=197
     Blaze       = 1        (1.90116)
