
 Daxpy product:
   Blaze [MFlop/s]:
     100         6906.44
     1000        9293.21
     10000       4041.5
     100000      1198.85
     1000000     6961.65
     10000000    2701.5
   N=100, steps=65166622
     Blaze       = 1        (1.88713)
   N=1000, steps=9225184
     Blaze       = 1        (1.98536)
   N=10000, steps=409986
     Blaze       = 1        (2.02888)
   N=100000, steps=11864
     Blaze       = 1        (1.97923)
   N=1000000, steps=6591
     Blaze       = 1        (1.89352)
   N=10000000, steps=194
     Blaze       = 1        (1.43624)
