
 Daxpy product:
   Blaze [MFlop/s]:
     100         7116.6
     1000        9330.74
     10000       4063.31
     100000      1210.75
     1000000     6925.91
     10000000    2737.51
   N=100, steps=67568308
     Blaze       = 1        (1.89889)
   N=1000, steps=9301902
     Blaze       = 1        (1.99382)
   N=10000, steps=397226
     Blaze       = 1        (1.95518)
   N=100000, steps=11999
     Blaze       = 1        (1.98208)
   N=1000000, steps=6742
     Blaze       = 1        (1.94689)
   N=10000000, steps=194
     Blaze       = 1        (1.41735)
