
 Daxpy product:
   Blaze [MFlop/s]:
     100         7108.33
     1000        8894.11
     10000       4086.88
     100000      7056.12
     1000000     8396.39
     10000000    3287.3
   N=100, steps=71806452
     Blaze       = 1        (2.02035)
   N=1000, steps=9165833
     Blaze       = 1        (2.0611)
   N=10000, steps=406162
     Blaze       = 1        (1.98764)
   N=100000, steps=68671
     Blaze       = 1        (1.94642)
   N=1000000, steps=8001
     Blaze       = 1        (1.90582)
   N=10000000, steps=202
     Blaze       = 1        (1.22897)
